Review_Clean,Sentiment,Topic,Topic_Label
pandemi dönem olma yıl muhteşem kapıda karşıla çalıişanların ilgi alaka güvendik diyerek git nev hayal kırıklık yaşa kapıda karşıla ana restoran sıkıntı barmen önceki yıl kötü kalite düş üstelik tane türkçe doğru düzgün telafuz surat gül gerginlik ifade alabil güzel yan içki kalite üst düzey restoran şef aşçı baş muhteşem icra edip sun konudada hak yen aktivite zayıf eğlence Show den idi ayrı temizlik kat Sibel göster olduk ilgi titizlik temizliğie önem gösterme muhteşem can gönül teşekkür eder,1,14,Holiday Summary
konum degisilmicek guzellikde koyun arasina yerlestirilimis dur muazzam manzara esliginde sahane yenekler cesitli bol lezzetli plajinin olmasi buyuk avantaj sehir merkezî yakin mamnun kaldik tavsiye,1,1,Staff & Service
kalabalik arkadas grup eglencegimiz aklimiza gerceksen calisan tesekkur eder imkani sunduklari icin guzel tatlilar olaganustu lezzetli misafir iliskileri sorumlu pinar surekli yanimizda yabancilik hissettir tesekkur eder memnun kaldik,1,-1,Uncategorized
yıldız konfor kesinlik hak ede çeşitli lezzetli manzara degisilmicek guzellikde plaji guzel konfor rahat temizligi hijyen uygun gerçek anlam tat çık tercih bütçe düşünebil teşekkür ladonia teşekkür pinar,1,1,Staff & Service
iş dikkat guleryuzle titizlik yapan misafir ilişki sorumlu pınar hanımi takdir etmeden geç pozitif ayrıl sebep çalışma güzel bekledik temiz konforlu yıldız hak ede işlet güzel tatlilara bayıl teşekkür iyi geçme sagladilar,1,-1,Uncategorized
yorumlarr acımasız dörtlük can baş çalış bol lezzetli doy gidi cips hamburger pizza yiyin tatlı inanılmaz lezzetli plaj güzel manzara olağanüstü iste bil guest pınar sakin misafir tatlı yaklaş ev hissettirdik teşekkür eder,1,1,Staff & Service
yıl Alkoç işlet bitmeden değiş temiz banyo değiş oldukça yeterli grup zincir işlet hak ver fayda denge fazla yeterli,1,-1,Uncategorized
acımasız ınsan toplulugumuz mevcut ıstersenız temızlıgı ıyı bol cesıtlı denızı manzara guzel ıstenılır kı kaddar tesekkur ederız sahaneeeeee denızı plaj guzek su spor mevcut,1,1,Staff & Service
güzel hotel süper alan güzel masaj keyfî güzel animasyon güzel güzel geniş ferah güzel yer temiz hijyen süper kaliteteli uyku özenli seçilmiş konforlu yatak teşekkür si moon palace,1,7,Beach & Water
si moon palavra hafta güzel geçir nefis rahatlık bi bay beğen ziyaret edeceğiz teşekkür eder si moon palace ekip teşekkür l love si moon palace,1,-1,Uncategorized
si moon palace hotel geldimigimiz gunden cikis gunune temizligiyle ilgi alakalatiyla gercekten harikaydiydilar mutfak harikaydi tebrik si moon palace gorusmek Uzer sefer sev moon palace,1,-1,Uncategorized
kalite hizmet kusursuz gönül rahatlık tavsiye edebil nadide güzel vakit geçirebilecek yan sıra güzel konakla üstün Müşteri memnuniyet hizmet gül yüzlü çalışanlariyla memnun otell,1,3,Personal Thanks
yeni açıl herşeyi ince püf nokta düşünül hizmet iç inanılmaz gül yüzlü ailecek sev eğlen efsane kalite personelleride fiyattada güzel,1,3,Personal Thanks
şua gittik kaliteli temiz gül yüzlü sahip memnun kal inşallah seneye fazla alıp kal gidebileceginiz guzel güvenlikli yer iyi güzel yer acilmisss,1,8,Pool & Cleanliness
hayal kırıklık fotoğraf alaka girmeden dış anlı benzin istasyon beton dökül doğru düzgün peyzaj gir gir Allah gir gir kavga konuk resepsiyonist tartış pis berbat olduk söyle dolu olduk öğle verecek söyle gezmek iste gez olay kere pandemi dönem kapasite çalış inanılmaz kalabalık küçük pis insan dip dip eski asansör eski yen berbat deneyim,0,27,Reception & Staff
konum iyi sıfır konum beğen içeri lunapark seviye büyük görkemli animasyon ekip ayrı teşekkür iyi ekibdi özellik Harun katya teşekkür seneye görüşmek emek geçen emek saglik,1,6,Negative Experience
ailecek beğendik temizlik mükemmel güzel özellik vitamin barda Doğuhan sağ ilgilendiözellikle sıcak bahar mevsim vazgeçilmez tek rica olabilir çocuk oyun ısıt mükemmel,1,4,Nationality & Language
temiz lezzetli aşırı özellik Cebrail nurgali teşekkür ayrı yönetim titizlik teşekkür çağlar sarıyarleyla sarıyar,1,-1,Uncategorized
başta sueno animasyon sırunlu hakan golf teşekkür eder yıl gelen misafir yaz ay vazgeçil melek ebru gündeş Sibel can ayrı Altay kalp ses dinlettik teşekkür eder sueno sağlıcakla kal,1,12,Mixed Opinions
müthiş animasyon teşekkür eder temizlik harika memnun kal giriş güzel karşılan temiz düzenli çocuk yetişkin çeşitli güzel aktivite gelir mert mühteşem eğlen çeşitlik lezzet harika sueno meydan sokak lezzet bayıl ev hisset gelmek isteyen tavsiye pişman,1,-1,Uncategorized
ev hissettik nisan itibari konaklamak geldikkalitesi standart çocuk yaptık etkinlik animasyon ekip teşekkür ederizözellikle animasyon ekip mert teşekkür eder kaçıncı geldik say kere gelince sürekli başka aramak ihtiyaç duy hizmet teşekkür eder,1,6,Negative Experience
golf çokmenun kal konu iyi güzel gameland daki herşey keyifli güzel dart aktivite güzel animasyon ekip teşekkür eder Güldane,1,12,Mixed Opinions
esim ilk konaklamamiz anlam begendik tu personell guleryuzlu ozellikle pool bar Hatice kardesime muthis hizmet dolayi tesekürler eder hersey mukemmeldi seneye gelme dusunuyoruz,1,-1,Uncategorized
ailecek guzel diyebiliz gelir heyecanliydim giris yaptiktan se guzel oldugunu görünce doğru karar verdigimize mutlu ilk giriş yap temiz güzel manzaralı üst değiş in lezzetli bay çeşitli lezzetli sonradan in güzel yol yorgunluk at gerçekten kız iş tavsiye eder temiz dk mesafe mutlu tavsiye eder,1,-1,Uncategorized
harika memnun kaldik temizlik tek kelime harikaa tesekur si moon palace gelecegiz dolu olmasina ragmen hizmet kalite guzeldi dzakuzili odamizi ayri sev ara sahip Ferhat tesekur eder,1,4,Nationality & Language
tek söz mükemmel ilgi temizlik mutfak tur eğlence iyi tavsiye performans müthiş tat çıkartı bayıl love sidemoonpalacehotel,1,33,Bar Service
yeni açıl güzel geçe eğlence temizlik yildızlı bekledik ala bildik mukemmel şekil kapı bekli çıkan memnun edebil teşekkür eder si moon palace ekip,1,-1,Uncategorized
temmuz tarih arası eşim çocuk konakladim giriş karşılan valiz bellboy taşı jolly tur ilgi alaka yardımcı calisti saatinde giriş yap klozet muslugunda sorun tek rica klozet musluk tamir olmustu temiz tabi bun yeni acilmisligin etki olduk düşün kaldık günlük süreç tatlı coook lezzetli olduk dana kuzu balık tavuk çeşit şer çeşit olduk belirtmek isteri git böylesine lezzetli sunduk teşekkür etmek iste alakalilar içmek istedik sorup masa daim iligli barlarin seferber oluş şahit özellik ana barda calisan ali isim unuttugum bar şef içten Müşteri odaklı tuana plaj barmen hanimefendi iş iyi yeterli icmedigimiz kokteyl kalmadi tek eksi küçük olma nedenli yuruyuse çıkamamaniz bina oturduk yer alan kaplayan olma kullanma nedenli neredeyse yuzecek yer kalmayabil etkinlik Türk gecesnde mehteran temalı modern dans ekip sonraki canlı müzik akrobasi gösteri yapıl animasyon ekip tane begenmedik aşırı itici tip bırak animasyon inşaat çalıştır çocuk lan hitap edip tepe tas attır dip kum diyenler dikkatsiz yorum yap zemin kısım taşlarin desen kum görün restaurantta sıra bekle mevzu misafir salakligi açıl açıl birden hücum edip sıra gir hâlbuki açık büfe mantık gez yiyecek sıra bek yiyecek baş kuyruk olusturmazsin süreç hakim oldugum bekle istedik yemegin baş gelip kuyruk geçip al Türk misafir tane israf ede rastla yabancı misafir israf ediyorlardi yabancı misafir kalite ortay koy memnun kaldık teşekkür,1,-1,Uncategorized
Türkiye cumhuriyet vatandaş hotel yıllık hotellere tl rakam rahatlık git yer sıra hizmet sıfır kapalı kutu hiçbirşey tıkış tıkışmaliyet odaklı belli yeni açılan hotel hizmet odaklıdırhiçbir göz kal köfte çık hindi tavuk tatlı yanında vanilya dondur içki içen sıfır jb rakı gerçekten rezil düzeltme gereken başta müdür git hotele kapıda araba karşılayan haber abart gerçekten yeni hotel algı bura kapat aktivite unut,0,2,Room Issues
ilk günde girdiğimzden güzel ağırlan gayet alakalı bar restaurantta can baş çalış bol çeşitli mazarası güzel su spor olma büyük avantaj pınar misafir gayet alakalı beğen tavsiye eder,1,0,Entertainment & Animation
kal herşey muhteşem gül yüzlük özellik misafir ilişki sorumlu pınar hnm gül yüzlük ilgi memnun resim oldugu manzara kısım aynı temiz muhteşem,1,8,Pool & Cleanliness
güzel butce uygun sayet cocukkarınızı bır tatıle goturnek ıstersenız bay ucuz ucuz uygun olma herseyın sınıf olma bızı ayrı mutlu ettı manzara plaj güzel su spor dıvıng bıle pınar ılgılı mısafırlere tesekkur coookkk begendıkkkk,1,1,Staff & Service
herşey güzel bi beğen alkol güzel animasyon muhteşem di fasa food güzel konum muhteşem guzeldi herşey teşekkür eder ladonia adkaule kötü yorum aldan,1,-1,Uncategorized
süper bı konum ıkı dagın arası koyulmus bı cesıtlı guzel bırazcık eskı guzel guzel cesıtlılık yeterlı anımasyon ıyı alkol ıyı temızlıgı guzel guzel bız begendık hersey ıcın tesekur ederız,1,-1,Uncategorized
oncelıkle otelın konum muhtesemdı sahılı guzeldı yuruyerek gılebılıcegımız bır alan he atla bır alannız sahılı buyuk denızı ıkı dagın arası olma muhtesemdı bır seyı sevdık otelın yemeklerı ıceceklerı guzeldı anımasyon ıyıydı hersye ıcın tesekur ederız,1,21,Mediocre Feedback
git tut dış etkinlik çarpmak yer ara berbat hijyen sıfır tur aşırı pahalı dışarı kat fazla al tur katıl yap alkol şekerli su ver kapalı içecek kumsal pis etkinlik huzur ev canlı diyebil bina inanılmaz eski manzaralı ekstra al anca kafa çıkarıp bakınca gör yer asansör gidil çocuklu yap zaman asansör bekleyerek geç söz kısas yandık yan,0,18,Room & Family
mükemmel atmosfer gerçekten mutlu konu iyi lezzetli alkol iyi mutlu ayrılı sey tesekkürler seneye görüşmek zaman bura tercih Harun katya ayrı teşekkür,1,0,Entertainment & Animation
gerçekten memnun kal güzel çocuk içn mükemmel lunapark teşekkür eder animasyon ekip harika seneye görüşmek long beach,1,11,Beach Resort
oldukca buyuk gercekten iyi animasyon ekip gunu eglenceli hale getirmek konu basarililar olanak fazla cocuklu icinde iyi kaydiraklar sayilamayacak fazla sıkılmamak garanti,1,29,Strong Recommendation
kalite ödün ver aktivite güzel çocuk eğlenceli imkân aqua park donanım kaliteli şişe içecek verilme caba animasyon ekip mert teşekkür,1,11,Beach Resort
animasyon ekip sıla mert sayesinde harika eğlenceli geçir ayrı güzel kaliteli içecek istedik kalite temizlik son derece güzel Pırıl Pırıl gelmek ister,1,-1,Uncategorized
ara ailecek geldik animasyon ekip eğlen başla sol mert teşekkür eder dart aktivite başlayıp boy devam restorant hizmet harika memnun kal ilk fırsat gelmek iste,1,6,Negative Experience
animasyon sıla mert beyin ilgi iyi teşekkür eder ayrı güzel özellik tatlı güzel hijyenik konum güzel derli toplu bi güzel bi geçir,1,26,Clean but Lacking
güzel banyo geniş efsane çeşit özellik patenci ramazan sağol ilgilen iş fazlasıyla iyi yap memnun ayrıl,1,-1,Uncategorized
harika ozellikle yiyecek icecek memnun gelecegim lobby barda aksam vardiyasinda calisan bayan arkadas guzel servi yapti tesekkur eder gorusmek Uzer trendy lara,1,0,Entertainment & Animation
sakın huzurlu bır tatıl tercıh etmek ısteyenler ıcın tavsıye edebılırım sade merdıven ınıp çık hazırlıklı manzara göz rahatsız ede hıcbırseyın olmama büyük bır avantaj manzara muazzam cesıtlıgı fazla ağustos çocuk ıcın ıdeal temızlık ıyı,1,-1,Uncategorized
herseyı begendık ıçıtelın ıceceklerı yemeklerı guzeldı bı seyı begendık otekın konum muhtesem hersey guzeldı haftalık tatılı boyun herseyı begendık anımasyon ekıbının Show eglencelıydı aktıvıteler aynı sekılde hersey ıcın tesekur ederız,1,39,Room Complaints
oncelıkle bı begendik otelın konum nu ıceceklerını begendık yemkler guzeldı bı seyı begendık atıkan yorum öke hakkında yorm atılmıs kendım bızzat şahıtlık ettım adam ılj gorduklerınden ıtıbaren ılk yardım teknıklerını yap basladılr art doktor olay yerıne geldı art polıs ler olay yerındeydı otopsı raporundada cıkan sonuc ıse alkol etkısıyle kalp kırızıydı olay yerınde polısler otelın suclu oldugu bı durum olsqydı kı eger su an kdar kapatıl mantık leke atmak ıcın yorum at bun bır Müşteri soylu,1,-1,Uncategorized
birlikte anlam hijyen temizlik manzara iyi berrak temiz geniş alan kurul yapabilecek sürü aktivite geniş açı gör nerdeyse yerinde manzara yardımcı Müşteri batım favori,1,4,Nationality & Language
tane buyuk tertemiz mervidenler plaj iniş asansor manzarasi guzel gunbatimi kahve keyfî hoş git şehir merkezî yakin olduk yürüyüş yaptik lezzetli kofte balik pizza yedik kilo alip dön belcika,1,44,Uncategorized
bayram boyun konakladik eşim cocugumla giris yaptigimiz gun ait plaj bogularak hayati kaybet can kurtaran yâr saat durum mudahale sonuc yazikki olumsuz hizmet gelince balkon ust baş kurut sorun ultra hersey dahil aldiginiz paket maalesef verdiginiz parayi karsilamiyor alkollu icecekler kalite sifirin altinda ayrica google Uzer yaptigim yorum icin arayarak ozur dileyecek hadsiz sekil tehdit edil icin rez isteyen dedik mutlaka dikkat almalilar,0,-1,Uncategorized
konsept icin guzel bibotrl manzarasi konum harika basinda yeterli sezlong bulun sahili ozel plaji oldugu icin temiz guler yüzlü misafir iliskilerindeki pinar giristen yardimci temiz buyuk bibsorun karsilasmadik lezzetli tatli bufesi harikaydi bar icicek sorun karsilasmadik ailecek memnun kaldik teşekkür,1,1,Staff & Service
guzel muhtesem bar ekip com guler yuzlu icecekler guzel eski guzel konum mubtesem herseyi begendim animasyon ekip muhtesem ozellikle gunduz aktiviteleeu mini disco yapan ablamiz tesekur eder gorusmek Uzer,1,-1,Uncategorized
beğen kötü yorum okudukça Hayret düş bizzat şua burdayım kötü yorum hak edicek olumsuz birseyine şahit olmadık istedik olanak faydalandik gül yüzlü sevecen iyi,1,-1,Uncategorized
yeni acılan temizlik hizmet iyi düşünce jolly tur öv öv bitirememe sonuç bura seçtikoda standart kara manzaralı gayet güzel duş tavan asılı duş başlık yoktu ay acılan teslim edil anlamadımtelefonlar çalış durup durup kısa kısa elektirik kesilip dur odadahazuz fiyasko küçük temiz kum izmarit kişilik tıklı tıklı şezlong cehennemî bişey şezlong yürüyemiyosun bara gidicek dolan dolan anca varıyorsunbar hergün saat kuyruk türlü bştmiyor kuyruk bi içecek alacak bi bak kuyruk beze müddet sonrahavuz baş hergün aynı yemekleröğlen hergün yan meze aynı gectikce çeşitlilik azladısürekli tartış birbiri amirleride başka yerün amir tartış kere şahit oldumlobi barda mutsuz hergün bırakıp gitme düşün haklı hergün kuyruk mola ver rahmen gül yüzlü yardımcı sonucta emekcilerdenize gitmek eziyet shuttle ev şenlik şoför çaldık müzik turizm baltalıyordeniz güzel sahil kum den laf hakikaten sahil süperböyle git seneye politika bi yer varamazama seneye toparla kaldırabileçeği kapasitete misafir al giden shuttle düzgün arac şoför bar sıra çözüm bul keşmekeş yaşanmazanimasyon yaz akşamalar yeriydikolafanta oyna çocuk dış sıkıcı akşamları otur sadeceseneye inşallah toparla sene gerçekten sıkıcı üzgün,0,-1,Uncategorized
merhaba temmuz arası eşim çocuk konakla farklı segment yıldızlı kal jolly tur geçen yıl yıl yeni açıl öner yeni açıl olma nedeniyle temizlik plan olacak kanıtlamak adına kaliteli hizmet sunacak söyle kabul olay giriş tarihimşzden olumduz yorum okuyunca jolly tur arayıp değişiklik iste defalarca arayan danışman ulaş geri dönüş yapıl ayın sin ulsştık çevre inşaat hali araba açık alan inşaat park valiz indir yap katt giriş bakan sabaha gürültü eksik olmadık verildiodaya kapıda gir gir tek kişilik yatak karşılı ara banyo dolap girdik kişilk yatak balkon küçükek yatak yoktu aradık sıkışıklık kabul ettik söylen konuş tur şirket gerçekleş ek yatak gönderil kişilik yatak hafta konakla haziran ayın açıl klozet sifon çalış taharet musluk bozuk defalarca söyleyerek son günde yapıl temizlik berbat yer kola dökül giden silin sürekli kat ışık kırmızı olma girdi çocuk rahatsız out olma saat kapı çalınıp kaçta boşaltacağımuz soruldubunlar geleli hafta aynı hindi tavuk görmek bık meze aynı çeşit sıra karpuz bit yenile tatlı bit aynı erken al yiyebiliyorsungeç saat olunca restoran temizlik girişip sıcak havyz baş yönlendir içer masa koyduk tabak alın sırf yüzde hızlı yiyecek toplan saat patates alındı söyledik şikâyet edebil lakayt tavırlarlobide öay iç sura masa duy dönüp bak bilehavuz rezalet pis gör küçük olduk kapasite kaldırmıyordibi kum bulanık çocuk eşim hasta döndükşezlong yetersiz alan dar insan üstün atlıyırsunuz baş iç zayıf boyun soğuk su iç animasyon ekip zayıf şezlong toplanıp orda etkinlik yapılı aqua fena yeşil alan km uzaklık shuttle ev şenlik sıkış tıkış ayakta git oyun hava eşlik sahil duş yetersiz iç kesinlik zayıfotele gelen yurt dış Türk yabancı hamam dahil yer kavga çıktı gelen profil malesef yıl yaptık kötü yıldızlı tavsiye tercih teşekkür eder,0,-1,Uncategorized
